ds,max_temp_c,rainfall_mm,is_holiday,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2020-09-18,34.37881226394135,14.82804495517698,0,83,60,55,20,7,5,11,3
2020-09-19,36.04045076343775,8.4813517696176,0,79,58,50,20,7,5,10,3
2020-09-20,35.47086175163548,5.267882442383974,0,56,45,35,13,5,4,8,2
2020-09-21,35.01462062235431,18.60643342538127,0,70,51,48,18,6,4,9,2
2020-09-22,35.59675223003878,29.394470463723316,0,90,67,59,24,8,6,12,3
2020-09-23,37.53540920589277,14.228404845230113,0,67,54,44,18,6,5,10,2
2020-09-24,36.236735485368776,13.929808349826121,0,96,70,59,22,8,6,12,3
2020-09-25,34.881225395623716,13.602290446236053,0,72,54,51,19,7,5,10,2
2020-09-26,35.8798832629755,18.013595932621463,0,97,77,66,25,8,6,13,3
2020-09-27,36.55997934674453,16.016622085607338,0,54,39,40,15,5,4,8,2
2020-09-28,35.93705181737053,26.99786566817536,0,65,54,48,17,6,5,9,2
2020-09-29,34.92235744100707,17.63801979308726,0,93,66,61,23,8,6,13,3
2020-09-30,34.06465829903306,17.69394595471422,0,103,79,66,25,8,7,14,3
2020-10-01,35.257290248698176,0.8760673133952936,0,89,63,58,22,8,6,12,3
2020-10-02,34.798673228926695,1.7220667999444808,1,33,31,25,9,3,3,5,1
2020-10-03,35.14519661972328,1.131726147119239,0,60,43,36,14,5,3,8,2
2020-10-04,34.72873138983818,0.31447133018846696,0,63,42,39,14,5,4,7,2
2020-10-05,34.985455481884,1.3812454841626831,0,68,53,49,19,6,5,9,2
2020-10-06,33.24184444047908,1.0268689942516402,0,92,71,60,24,8,6,13,3
2020-10-07,34.934531372932,1.3012130465042069,0,71,50,49,18,6,5,9,2
2020-10-08,33.65372273139973,1.77937482514333,0,74,50,47,18,6,5,10,2
2020-10-09,35.36934569487057,0.8808691413120922,0,56,45,39,15,5,4,8,2
2020-10-10,32.44188259126871,1.8023552464347112,0,54,39,35,15,5,4,8,2
2020-10-11,34.70309199590015,1.5013380285633098,0,59,42,35,13,5,4,7,2
2020-10-12,33.0002175354548,0.9772098517559695,0,94,75,61,23,8,6,12,3
2020-10-13,31.98523692366562,1.2064442713159274,0,70,50,48,17,6,5,9,2
2020-10-14,31.986335970755032,0.6511622650380229,0,68,55,45,17,6,5,9,3
2020-10-15,31.9827093941118,1.9671945994775484,0,73,51,50,16,6,5,9,2
2020-10-16,32.559375100799876,1.334702326100792,0,59,44,40,15,5,4,8,2
2020-10-17,32.48956438597126,0.08769370499325979,0,55,45,37,15,5,4,8,2
2020-10-18,31.223965853317043,0.6532438114960175,0,58,46,38,14,5,4,7,2
2020-10-19,31.603715537124188,1.246628867518115,0,66,52,51,17,6,4,9,2
2020-10-20,33.60026232781061,0.1126665555984796,0,72,57,44,18,6,5,10,2
2020-10-21,33.015024944626525,0.047768382638285534,0,69,51,47,17,6,4,9,2
2020-10-22,31.552913740890983,0.9000484790556051,0,68,53,46,18,6,5,10,3
2020-10-23,30.98337097634019,0.66538035938534,0,88,66,60,22,7,6,12,3
2020-10-24,30.893896119052894,0.8765972160663318,0,58,41,41,15,5,4,8,2
2020-10-25,31.21565074638835,0.5253866197600103,1,40,28,24,9,3,2,5,1
2020-10-26,29.407429764846903,0.3294354938859618,0,71,53,49,17,6,5,9,2
2020-10-27,30.000807864847985,1.3782867139606754,0,69,51,51,18,6,5,10,2
2020-10-28,28.417485895009296,1.029142232535601,0,102,80,67,25,8,7,14,3
2020-10-29,30.3131531537184,0.40030842249873366,0,71,50,48,17,6,4,9,2
2020-10-30,30.389011537431415,0.6391788525199966,1,36,31,24,10,3,2,5,1
2020-10-31,29.08659120765532,1.1836158153266518,0,57,45,38,16,5,4,8,2
2020-11-01,30.971853989632105,0.1444586965449557,0,57,43,38,16,5,4,8,2
2020-11-02,28.000369544663027,0.2949060185323591,0,71,50,48,17,6,5,10,2
2020-11-03,27.590257621618186,0.14649120821478023,0,68,50,49,16,6,5,10,2
2020-11-04,29.10786174734303,1.6246346654282378,0,68,51,46,18,5,5,9,3
2020-11-05,29.759616528086347,1.5048184664240185,0,76,48,49,18,6,4,9,2
2020-11-06,30.225935722259123,1.5066258637585141,0,60,41,41,15,4,4,7,2
2020-11-07,27.913045607745897,1.432650686952056,0,55,40,40,15,5,4,8,2
2020-11-08,29.281014976175673,1.3387708473397384,0,59,46,37,14,5,4,8,2
2020-11-09,27.99476263256353,0.95398383075635,0,70,54,45,18,6,5,9,2
2020-11-10,27.69216354566122,1.28455632701423,0,71,54,45,18,6,5,9,2
2020-11-11,28.580603235180554,0.0767231095759493,0,70,54,48,16,6,4,10,2
2020-11-12,28.182101073604066,1.2429288453135692,0,103,75,64,24,8,7,13,3
2020-11-13,25.78695291573568,1.5557554110737544,0,59,46,40,14,5,4,8,2
2020-11-14,28.674233597733732,1.0007167207687804,1,37,27,23,9,3,2,5,1
2020-11-15,28.412963161412552,0.7150266568544739,0,61,43,40,14,5,4,8,2
2020-11-16,26.243366889132204,0.5548534696019582,0,70,54,46,18,6,5,9,2
2020-11-17,27.101718711192106,1.285604100324165,0,70,49,49,18,6,4,9,2
2020-11-18,27.037907059575407,1.3856023972598175,0,71,59,49,19,6,4,10,2
2020-11-19,26.64353645852623,1.7419351997250851,0,69,52,49,18,5,5,10,2
2020-11-20,25.672615194114933,0.6846681649219815,0,58,44,41,14,5,4,7,2
2020-11-21,25.392473865497283,1.539544614771171,0,56,46,39,14,5,4,8,2
2020-11-22,25.880886340852342,1.1227116483786759,0,55,45,36,14,5,4,8,2
2020-11-23,26.922725619563824,1.7656729813561582,0,67,52,44,18,6,5,9,2
2020-11-24,26.138412311089482,1.0556242165912415,0,65,52,42,18,6,5,9,2
2020-11-25,25.070318732829303,1.0352596567959345,0,67,49,44,19,6,5,10,2
2020-11-26,26.060103633909705,1.1557541628818182,0,69,51,47,17,6,4,9,2
2020-11-27,22.28873030828302,1.4986307102848688,0,58,44,37,15,5,4,7,2
2020-11-28,26.13634756591435,1.9293809576569219,0,87,67,58,24,7,6,12,3
2020-11-29,23.099662311063373,0.1471267084315313,0,51,46,39,14,5,3,8,2
2020-11-30,24.330258576977535,0.10686920478203432,1,54,37,32,13,4,4,6,2
2020-12-01,23.427925719967348,1.875100674814677,0,73,49,44,17,6,5,9,2
2020-12-02,23.10942590017733,1.0597512510364122,0,71,55,46,17,6,5,9,2
2020-12-03,25.423104108335274,1.2298060291338722,0,75,55,45,17,6,4,10,2
2020-12-04,23.654446275763377,0.9648472031894577,0,55,45,38,15,5,4,8,2
2020-12-05,24.330263249481487,0.18731490521494898,0,63,43,41,15,5,4,8,2
2020-12-06,23.800233421487537,1.536178756837333,0,55,46,38,14,5,4,8,2
2020-12-07,24.189412681264777,1.4944492901771738,0,70,60,50,18,6,4,9,2
2020-12-08,23.65627475869462,0.623406642985624,0,66,52,49,18,6,5,9,2
2020-12-09,22.165444203720583,0.6124784904568008,0,70,49,45,18,6,5,9,2
2020-12-10,24.315628177311808,1.675682761811037,0,71,51,44,17,6,5,10,2
2020-12-11,22.698509322068524,0.14471451548265324,0,57,45,38,15,5,4,8,2
2020-12-12,21.51060583247048,1.7622102967131317,0,60,40,41,15,5,4,8,2
2020-12-13,22.51604873796231,0.5133233797918288,0,58,44,37,14,5,4,8,2
2020-12-14,24.323990653874695,1.1859694955109878,0,68,53,48,16,6,5,8,2
2020-12-15,23.55464620124862,1.8719883580035555,0,68,56,49,17,5,4,10,2
2020-12-16,22.239127757106182,1.3562450030732929,0,72,55,45,18,5,5,10,2
2020-12-17,22.124074020361487,0.8288596249340732,0,68,54,45,18,6,5,9,2
2020-12-18,22.03947882087719,1.3790684178108303,0,60,38,40,14,5,4,8,2
2020-12-19,24.327907569890435,0.6879592726327404,0,61,45,39,13,4,3,7,2
2020-12-20,22.525436901444408,0.5545168326983723,0,53,45,37,14,5,4,7,2
2020-12-21,22.468213009364916,1.9933665558693594,0,73,53,46,17,6,4,9,2
2020-12-22,22.965483990822396,1.5015804623595754,0,76,48,46,18,6,5,9,2
2020-12-23,22.073408644567355,1.2894399547636353,0,100,73,63,25,9,7,14,3
2020-12-24,21.477415866940202,0.7105792864386375,0,71,50,48,17,6,5,10,2
2020-12-25,21.44439535672866,0.09832165831009632,1,41,24,24,10,3,3,5,1
2020-12-26,21.475908167055305,0.06211375207031122,0,57,43,33,15,5,4,8,2
2020-12-27,21.41955606599189,1.1083625108975976,0,58,41,38,15,5,4,8,2
2020-12-28,22.096208263137864,1.5240654420781021,0,66,58,45,16,6,5,9,2
2020-12-29,21.334882698714082,1.0747583808877101,0,70,52,50,16,6,5,9,2
2020-12-30,21.93251803748022,1.6815701438782291,0,71,55,45,16,6,5,9,2
2020-12-31,21.03871019359649,0.06685306618644327,0,71,49,44,17,6,5,9,2
2021-01-01,21.19806196402116,0.7335041528518802,0,63,43,41,15,5,4,8,2
2021-01-02,19.043406408118802,0.4741407823483561,0,57,45,38,13,5,4,7,2
2021-01-03,21.882769651455636,0.8945459363142441,0,58,43,38,16,5,4,8,2
2021-01-04,21.24044217495583,0.14475278638824496,0,77,53,49,18,6,5,10,2
2021-01-05,21.822173849265717,1.908263283142145,0,71,53,46,19,5,5,10,2
2021-01-06,17.860837399875376,0.44651080213872185,0,72,53,45,17,6,5,9,2
2021-01-07,22.781135394400934,1.8446155509671696,0,71,58,51,18,6,5,9,2
2021-01-08,20.49159690889051,0.8517863100733636,0,57,45,41,15,5,4,8,2
2021-01-09,21.68057138283331,1.971048266510436,0,64,46,39,15,5,4,8,2
2021-01-10,19.476478272752754,1.1081167669204215,0,58,46,40,15,5,4,9,2
2021-01-11,21.075963938758115,1.861665728351615,0,68,55,49,18,6,5,10,2
2021-01-12,19.359406266953382,0.01069797738844569,0,70,53,50,19,6,5,10,2
2021-01-13,19.741525553662704,1.4964776123618002,0,65,53,46,17,6,5,9,2
2021-01-14,22.234653523626147,1.8061013062050308,0,69,54,48,18,6,5,9,2
2021-01-15,20.088135632946038,0.27944113395790815,0,56,47,39,13,5,4,8,2
2021-01-16,20.457327366856042,0.19225170346430298,0,61,47,39,15,5,4,8,2
2021-01-17,21.073930814233854,0.8491452143719112,0,57,44,40,16,5,4,8,2
2021-01-18,20.666416368172783,1.8673578122658703,0,74,55,48,17,6,5,10,2
2021-01-19,20.29093740550527,1.0847731203808775,0,76,53,49,18,6,5,10,2
2021-01-20,20.478185100142817,1.0549129274434643,0,74,54,49,19,6,5,9,2
2021-01-21,22.492274945303727,0.28225223659864374,0,71,52,45,18,6,4,10,2
2021-01-22,20.009812710292273,0.001579022186437573,0,60,44,37,15,5,4,8,2
2021-01-23,20.25004593570799,1.6202801814909225,0,55,48,39,15,5,4,8,2
2021-01-24,21.084065378465912,0.17514912597247645,0,89,67,63,22,8,6,12,3
2021-01-25,21.126354324304064,1.267699637470648,0,69,54,46,18,6,5,10,2
2021-01-26,21.198233149710045,1.829232909030383,1,53,35,34,13,4,4,6,2
2021-01-27,20.643267415155613,0.417303826316862,0,79,53,47,17,6,5,10,2
2021-01-28,18.85782850072214,1.3305456724738216,0,73,53,46,18,6,5,10,2
2021-01-29,21.633524134939194,0.15739715341501892,0,53,43,40,16,5,4,7,2
2021-01-30,18.855969587182404,1.207510287675226,0,58,45,42,15,5,4,8,2
2021-01-31,20.3101353528422,0.3278634419064055,0,60,44,41,14,5,4,8,2
2021-02-01,19.261369938425002,1.471907121030356,0,72,54,46,18,6,5,10,2
2021-02-02,19.96261192232545,0.6024625895878164,0,69,54,53,17,6,5,9,2
2021-02-03,20.36957244883169,0.9267820176092925,0,72,51,48,17,6,5,10,2
2021-02-04,20.379178146510753,1.1988610840552434,0,68,53,46,18,6,5,10,2
2021-02-05,20.499698660055962,0.34254682133247916,0,57,45,42,14,5,4,8,2
2021-02-06,21.714386318185117,1.4832756372352418,0,61,47,39,14,5,4,8,2
2021-02-07,20.580039877574116,0.6052806812736291,0,56,45,43,15,5,4,8,2
2021-02-08,19.91110519718843,1.324743719825507,0,73,52,46,17,6,5,10,2
2021-02-09,21.151022465572265,0.3165661013987473,0,67,54,50,17,6,5,10,2
2021-02-10,21.41098707386807,1.3762353184127005,0,77,57,48,18,6,5,10,2
2021-02-11,19.031387633138806,136.7196964374526,0,69,56,50,16,6,5,9,2
2021-02-12,20.896760851334786,0.8507129925399672,0,59,46,43,14,5,4,7,2
2021-02-13,21.043773365762352,0.49441214747775364,0,60,46,37,14,5,4,8,2
2021-02-14,20.091138657917,1.4967504988563651,0,58,48,42,14,5,4,8,2
2021-02-15,21.813358547392564,0.5240700090137491,0,72,56,45,18,6,5,10,2
2021-02-16,20.339379250015938,1.7634346127907925,0,73,55,46,18,6,5,10,2
2021-02-17,20.669612579200116,1.7836404228132257,0,74,56,46,20,6,5,10,2
2021-02-18,20.428367596297175,0.3928826304455717,0,74,51,49,19,6,5,9,2
2021-02-19,20.677206759352217,1.2276918900154485,0,59,41,40,14,5,4,8,2
2021-02-20,19.628308077312834,0.17543528343992865,0,59,45,39,14,5,4,8,2
2021-02-21,19.350236240239358,0.7830741992032584,0,66,45,40,17,5,4,7,2
2021-02-22,22.453225181371636,1.4266434590025445,0,74,52,49,19,6,5,9,2
2021-02-23,20.082900523655315,1.3188464936998325,0,69,55,49,18,6,5,9,2
2021-02-24,20.012298954021258,1.249401338813216,0,72,49,50,18,5,5,10,3
2021-02-25,18.926796421800802,0.5650817273248872,0,180,134,124,45,15,12,24,6
2021-02-26,20.52036315287686,0.756049898868804,0,59,43,40,14,5,4,7,2
2021-02-27,19.91799315515007,0.20589228940057236,0,56,41,39,15,5,4,8,2
2021-02-28,22.967451612840403,1.438045640867202,0,58,48,41,15,5,4,8,2
2021-03-01,22.422177506584603,1.007777593582547,0,77,50,45,17,6,5,9,2
2021-03-02,20.813678739546997,1.4175312646913092,0,73,52,46,17,6,5,9,2
2021-03-03,23.846251748999524,0.4978870495937455,0,64,56,50,19,6,5,10,2
2021-03-04,22.670059223333517,0.6488764572701324,0,75,55,47,18,6,5,10,2
2021-03-05,21.460403083467234,0.6684306745202293,0,63,42,37,16,5,4,8,2
2021-03-06,19.385203695052816,0.0514848194944324,0,58,46,37,14,5,4,7,2
2021-03-07,24.277331690843976,0.6820957456612471,0,62,45,40,14,5,4,9,2
2021-03-08,20.70097096566863,1.606609147036067,0,69,59,50,17,6,5,10,2
2021-03-09,20.551642742335353,1.794596991499477,0,100,77,70,24,8,7,14,3
2021-03-10,23.328422163170263,1.036436631271855,0,76,53,48,17,6,5,9,3
2021-03-11,24.85669432155365,0.9110033904384405,1,51,37,38,13,5,3,7,2
2021-03-12,23.914551941544964,0.06164923739874051,0,54,43,39,15,5,4,8,2
2021-03-13,23.209738890412503,1.7584086751707653,0,59,43,39,14,5,4,8,2
2021-03-14,23.358313958706162,0.026020426851745437,0,59,48,34,13,4,4,7,2
2021-03-15,23.736849335962564,1.8895001604204236,0,75,54,47,19,6,5,9,2
2021-03-16,23.764345319270294,0.9784324973761813,0,71,55,49,18,6,5,10,2
2021-03-17,23.410663751732706,0.6838689871494532,0,70,57,51,17,6,5,10,2
2021-03-18,23.35976491562242,1.8484368696853202,0,75,48,46,18,6,5,10,3
2021-03-19,23.321060689677697,0.048781986220193474,0,60,47,41,15,5,4,8,2
2021-03-20,22.75973980078351,1.1628497897381742,0,57,45,42,15,5,4,8,2
2021-03-21,23.365001914231453,1.0978650489986752,0,63,46,40,15,5,4,8,2
2021-03-22,22.086575701395937,0.43864080242276415,0,72,52,43,17,6,5,10,2
2021-03-23,23.816891672053988,0.8577748627004211,0,71,52,48,18,6,5,10,2
2021-03-24,23.06414202324145,1.3045280118875404,0,72,55,49,17,6,5,10,3
2021-03-25,23.08840794824622,1.454262393763855,0,68,59,46,17,6,4,10,2
2021-03-26,24.512876588242303,0.0014337174131595631,0,58,47,39,15,5,4,8,2
2021-03-27,25.867649154668403,1.8737068601820306,0,59,47,37,16,5,4,8,2
2021-03-28,25.538264890619317,0.3290507447856248,0,59,44,34,16,5,4,8,2
2021-03-29,23.19534332272132,0.4671608684447184,0,75,52,50,19,6,5,10,3
2021-03-30,23.923662424908617,0.5269468913876965,0,72,52,48,18,6,5,9,2
2021-03-31,26.003015686388444,0.07564027310407062,0,104,75,71,24,9,7,14,3
2021-04-01,24.230174205303804,0.24610424718064983,0,71,49,49,19,6,5,10,2
2021-04-02,25.139864140974467,1.972699845888324,1,43,28,26,11,3,3,5,1
2021-04-03,26.067758681620443,0.6304334747545721,0,61,43,39,14,5,4,9,2
2021-04-04,24.70389961963205,0.23060218067809868,0,59,44,41,16,5,4,7,2
2021-04-05,25.93343948002279,0.21398252234924664,0,71,54,50,18,6,5,10,2
2021-04-06,24.651094613022064,1.4389199353399438,0,69,54,48,19,6,5,9,2
2021-04-07,25.541998293612714,1.7091373280652817,0,73,54,50,17,6,4,9,2
2021-04-08,26.622536505235807,0.5139045990169397,0,71,52,47,19,6,5,9,2
2021-04-09,24.870245044704614,0.04181902467046994,0,58,40,38,15,5,4,8,2
2021-04-10,27.06524574201927,0.4461800368907116,0,63,43,39,16,5,4,8,2
2021-04-11,26.767665584149675,0.11303138159351467,0,56,42,40,15,5,4,8,2
2021-04-12,27.503277707854256,0.20678987326008302,0,70,55,45,18,6,4,10,2
2021-04-13,27.33908980525857,0.8630162396952847,0,74,56,45,17,6,4,10,3
2021-04-14,28.644558854632788,0.45983674172326516,0,72,56,48,18,6,5,9,2
2021-04-15,27.571691551486037,1.0318917570508468,0,71,55,47,19,6,5,10,2
2021-04-16,27.18386679881525,0.5069875065143807,0,60,44,39,17,5,4,8,2
2021-04-17,27.903082372990628,1.8810746022058953,0,60,43,39,15,5,4,8,2
2021-04-18,28.4922530303502,1.811887935852529,0,55,43,43,15,5,4,8,2
2021-04-19,28.166592971893262,1.133612210020932,0,70,50,50,17,6,5,9,3
2021-04-20,28.32766024938911,0.7088479839747723,0,76,56,45,18,6,5,9,2
2021-04-21,27.754920105550433,0.7622937640694711,0,69,53,47,18,6,5,9,2
2021-04-22,27.9643113613164,0.8237045662889939,0,70,51,49,18,6,5,9,3
2021-04-23,27.39531427920678,1.455158644269888,0,88,65,61,22,8,6,12,3
2021-04-24,30.71855976871259,0.9032779910376758,0,59,43,40,15,5,4,8,2
2021-04-25,27.89648877723425,1.7134598930117948,1,38,30,24,10,4,3,5,2
2021-04-26,28.619070534180892,1.888189571860729,0,73,56,46,18,6,5,9,2
2021-04-27,28.765396062198263,0.6718923067578677,0,72,53,47,18,6,5,10,2
2021-04-28,30.550708260716984,1.1213889627513602,0,74,48,48,19,6,5,9,2
2021-04-29,29.532916760149625,0.19011307366512886,0,68,53,51,18,6,5,9,2
2021-04-30,31.247742072673734,0.400938095532718,0,58,44,38,15,5,4,9,2
2021-05-01,29.49864293731448,0.8269315334203202,0,59,44,38,14,5,4,7,2
2021-05-02,30.62321027845126,0.4124054318035577,0,61,43,39,15,5,4,8,2
2021-05-03,29.680849618972783,1.7531209815774351,0,69,54,50,18,6,5,9,3
2021-05-04,32.833173395796585,0.31657251211819615,0,74,54,45,18,6,5,10,2
2021-05-05,29.672049568344953,0.9113216431061839,0,75,53,51,19,6,5,9,2
2021-05-06,31.340837684701373,1.2113984809197513,0,68,54,47,16,6,5,9,2
2021-05-07,31.835857329925627,1.3837278163216888,0,58,44,38,15,5,4,8,2
2021-05-08,31.786586818584148,0.7661387394530135,0,58,43,36,15,5,4,8,2
2021-05-09,31.357800547765102,1.738198137449457,0,67,48,41,15,5,4,8,2
2021-05-10,31.58311074208135,1.136638302155851,0,70,55,47,18,5,5,10,2
2021-05-11,31.92607857041155,0.8790155608951036,0,76,55,48,18,6,5,10,2
2021-05-12,31.904042997057704,0.13448126810407324,0,98,79,66,26,8,7,14,3
2021-05-13,33.18309424683656,0.92937893689033,0,68,55,47,17,6,5,10,2
2021-05-14,34.59725066165085,1.6414716816314605,1,37,32,25,10,4,3,5,1
2021-05-15,31.996041166154036,1.229082036442631,0,57,41,39,15,5,4,8,2
2021-05-16,31.349778595761975,1.6643249074582367,0,59,45,38,14,5,4,8,2
2021-05-17,32.79654228045484,0.9880233411986112,0,69,53,45,18,6,5,9,2
2021-05-18,35.62892158421721,0.23692341018896368,0,69,57,53,17,5,5,10,3
2021-05-19,32.409022048953915,0.02727969167176214,0,75,56,45,17,6,5,9,3
2021-05-20,35.014345801385204,0.6064390934371824,0,75,52,48,17,6,5,10,2
2021-05-21,35.21446203584016,1.395980942995585,0,62,45,36,14,5,4,8,2
2021-05-22,33.14365718719874,1.5805198078833875,0,61,45,36,16,5,4,7,2
2021-05-23,34.425617141621345,0.5915056692406588,0,60,46,40,15,5,4,8,2
2021-05-24,35.64327651518827,0.9913078417664942,0,100,74,68,26,8,7,13,3
2021-05-25,33.792808285135685,0.8422378088681632,0,69,54,50,17,6,5,10,2
2021-05-26,34.12417556540195,0.8210455687028557,1,52,38,35,14,4,4,8,2
2021-05-27,33.90061250345546,0.462697426400301,0,68,54,47,20,6,5,10,2
2021-05-28,33.62074597833564,0.27274221005891675,0,56,43,38,15,5,4,8,2
2021-05-29,34.138060856091876,0.39337711646242624,0,63,43,43,15,5,4,8,2
2021-05-30,33.71381523483752,0.1106647743266922,0,65,47,41,15,5,4,9,2
2021-05-31,35.12079290678027,0.3962614836471541,0,73,51,45,17,6,5,10,2
2021-06-01,34.46418284259686,15.842358283009501,0,75,51,48,18,6,5,9,3
2021-06-02,35.613837627173744,26.211794360156617,0,71,53,48,18,6,5,9,2
2021-06-03,33.96845748547256,14.081383791895256,0,67,52,47,18,6,5,10,2
2021-06-04,35.99789779512563,24.848378336296282,0,86,61,58,20,8,5,12,3
2021-06-05,36.641531696146934,28.52480806436093,0,86,64,58,22,7,6,11,3
2021-06-06,33.95353122703617,20.580259326700173,0,60,41,39,14,5,4,8,2
2021-06-07,36.45882527099884,23.54068218629722,0,71,51,47,19,6,5,9,2
2021-06-08,37.44813647688196,25.127432801028373,0,74,58,51,18,6,5,9,2
2021-06-09,35.144681990210564,26.12599122241606,0,68,55,49,17,6,5,10,2
2021-06-10,38.158867997187514,14.876333446419899,0,69,52,48,17,6,5,10,2
2021-06-11,37.03536519178883,6.281586479399954,0,56,45,36,15,5,4,7,2
2021-06-12,36.039424332571045,15.046906780918489,0,85,65,57,23,7,6,11,3
2021-06-13,36.81475859457896,21.843905744602246,0,56,47,41,14,5,4,8,2
2021-06-14,37.55291018303819,16.25875964451982,0,69,53,42,18,6,5,10,2
2021-06-15,37.192571614230154,23.724078771509962,0,69,56,48,17,6,5,9,2
2021-06-16,37.77519637540549,13.924560736716597,0,92,65,61,23,8,6,13,3
2021-06-17,36.43349663656049,20.86860352760074,0,67,51,47,17,6,5,9,2
2021-06-18,37.63908170100163,9.660495121349364,0,80,60,51,19,7,5,11,3
2021-06-19,36.16934358788065,23.73423591612392,0,111,81,71,27,9,7,14,4
2021-06-20,37.582922207490675,18.642399220325647,0,76,55,53,19,6,4,10,2
2021-06-21,36.89905086924296,10.101609713665015,0,95,68,59,22,8,6,12,3
2021-06-22,37.17392662497801,12.297779337445181,0,96,67,63,22,8,6,12,3
2021-06-23,39.2497040569572,23.71521771454581,0,95,69,60,24,8,6,12,3
2021-06-24,39.20670071066788,17.065030891538015,0,72,56,49,18,5,5,9,2
2021-06-25,38.82390365393132,10.400786009826806,0,59,47,40,14,5,4,9,2
2021-06-26,37.219393498985504,29.18177975925744,0,87,61,57,21,7,6,11,3
2021-06-27,38.08977560664998,22.878125495422196,0,76,55,51,19,6,5,11,3
2021-06-28,39.71126861525447,28.928370813494904,0,66,53,49,17,6,5,9,2
2021-06-29,38.72935649639793,15.67762613400858,0,92,68,55,24,8,6,12,3
2021-06-30,40.99389308727766,16.877508517293013,0,68,52,45,19,6,5,9,2
2021-07-01,39.1522348908368,27.44888040462548,0,85,68,60,23,7,6,12,3
2021-07-02,39.03272421592367,18.126233506134618,0,84,64,52,21,7,6,12,3
2021-07-03,38.61069700039298,22.68197279764168,0,103,78,68,24,9,7,14,4
2021-07-04,39.12984960130471,11.304321937388249,0,55,42,39,16,5,4,8,2
2021-07-05,38.91766829164581,16.168161717566015,0,72,56,46,17,6,5,10,2
2021-07-06,39.849388558541925,8.086246645258878,0,74,47,46,17,6,4,10,2
2021-07-07,40.16641519396093,10.149500896924042,0,87,70,61,23,7,6,11,3
2021-07-08,38.489427375284016,5.023585381690777,0,75,56,50,19,6,5,9,2
2021-07-09,38.00713933467147,5.9816262912165055,0,55,44,38,16,5,4,8,2
2021-07-10,37.56235520631566,29.432095579423233,0,114,84,71,28,9,7,14,4
2021-07-11,39.96395520118397,11.058842378419058,0,76,58,50,19,6,5,11,3
2021-07-12,38.407198556777665,21.582767737600047,0,95,71,58,23,8,6,12,3
2021-07-13,37.409457672966575,25.97749246999029,0,66,54,48,18,6,5,10,2
2021-07-14,39.99987644325397,18.766511480914104,0,71,61,49,18,6,5,9,2
2021-07-15,42.15039889398134,8.828612502098904,0,94,73,64,24,8,6,13,3
